Word,Meaning,Audio
tempt,"cám dỗ, quyến rũ, nhử, làm thèm",4000B3_tempt.mp3
aborigine,thổ dân (Úc),4000B3_Aborigine.mp3
ban,"cấm, cấm chỉ",4000B3_ban_1397924728882.mp3
cautious,"thận trọng, cẩn thận",4000B3_cautious.mp3
confess,thú nhận,4000B3_confess.mp3
cottage,"nhà tranh,nhà riêng ở nông thôn",4000B3_cottage.mp3
daytime,ban ngày,4000B3_daytime.mp3
desperate,"liều mạng, liều lĩnh",4000B3_desperate.mp3
fade,"phai màu, bạc màu",4000B3_fade.mp3
fierce,"hung dữ, dữ tợn, hung tợn",4000B3_fierce.mp3
gamble,"đánh bạc,đầu cơ (ở thị trường chứng khoán)",4000B3_gamble.mp3
lawn,bãi cỏ,4000B3_lawn.mp3
mow,"cắt, gặt",4000B3_mow.mp3
outlaw,"đối tượng truy nã,người sống ngoài vòng pháp luật",4000B3_outlaw.mp3
prospect,"viễn cảnh,hy vọng ở tương lai",4000B3_prospect.mp3
purse,"ví tay, túi cầm tay (phụ nữ)",4000B3_purse.mp3
rod,"cái cần (câu), cái que, cái gậy",4000B3_rod.mp3
seldom,"ít khi, hiếm khi",4000B3_seldom.mp3
shave,"cạo râu, cạo mặt",4000B3_shave.mp3
terrified,"khiếp sợ, kinh hãi",4000B3_terrified.mp3
wizard,thầy phù thuỷ,4000B3_wizard.mp3
baggage,hành lý,4000B3_baggage.mp3
bulb,bóng đèn,4000B3_bulb.mp3
bundle,"bó,bọc, gói",4000B3_bundle.mp3
cattle,"thú nuôi, gia súc",4000B3_cattle.mp3
flee,"bỏ chạy,vội vã rời bỏ",4000B3_flee.mp3
graze,"ăn cỏ, gặm cỏ",4000B3_graze.mp3
greed,"tính tham lam,tính tham ăn",4000B3_greed.mp3
herd,"bầy, đàn (vật nuôi)",4000B3_herd.mp3
initiate,"khởi độn, khởi đầu, đề xướng",4000B3_initiate.mp3
lane,"đường hẻm, ngõ hẻm (ở thành phố)",4000B3_lane.mp3
nerve,"can đảm, nghị lực",4000B3_nerve.mp3
optimist,người lạc quan,4000B3_optimist.mp3
parade,"cuộc diễu hành, cuộc duyệt binh",4000B3_parade.mp3
pave,"lát (đường, sàn...), trải (bê tông, át phan)",4000B3_pave.mp3
phantom,"ma, bóng ma, ảo ảnh",4000B3_phantom.mp3
portable,"có thể mang theo, xách tay, di động",4000B3_portable.mp3
poster,áp phích quảng cáo,4000B3_poster.mp3
scratch,"cào, gãi",4000B3_scratch.mp3
symphony,bản nhạc giao hưởng,4000B3_symphony.mp3
widow,"người đàn bà goá, góa phụ",4000B3_widow.mp3
alter,thay đổi; sửa đổi,4000B3_alter.mp3
aside,"sang một bên,về một bên",4000B3_aside.mp3
autumn,mùa thu,4000B3_autumn.mp3
blend,"trộn lẫn, pha trộn",4000B3_blend.mp3
collapse,"đổ, sập, sụp, đổ sập",4000B3_collapse.mp3
crush,"đè nát, đè bẹp,(từ lóng) sự phải lòng, sự mê",4000B3_crush.mp3
curve,"cong, uốn cong, bẻ cong, đường cong",4000B3_curve.mp3
disgusting,"ghê tởm, kinh tởm",4000B3_disgusting.mp3
drain,"ống dẫn (nước...), ống xả",4000B3_drain.mp3
embrace,"ôm, ôm chặt, ghì chặt",4000B3_embrace.mp3
envy,"thèm muốn, ghen tị",4000B3_envy.mp3
fireworks,"pháo hoa, pháo bông",4000B3_fireworks.mp3
flour,"bột, bột mì",4000B3_flour.mp3
fuse,"ngòi, kíp, mồi nổ (bom, mìn...), cầu chì",4000B3_fuse.mp3
ginger,củ gừng,4000B3_ginger.mp3
jealous,"ghen tị, đố kỵ",4000B3_jealous.mp3
paste,"hồ bột (để dán),bột nhồi",4000B3_paste.mp3
receipt,"giấy biên nhận, biên lai (nhận tiền...)công thức (làm bánh, nấu món ăn...)",4000B3_receipt.mp3
wipe,"lau, chùi",4000B3_wipe.mp3
wire,dây điện,4000B3_wire.mp3
acknowledge,"thừa nhận, công nhận",4000B3_acknowledge.mp3
ambassador,đại sứ,4000B3_ambassador.mp3
blonde,(thuộc) tóc vàng hoe,4000B3_blonde.mp3
conquer,"xâm chiếm, chinh phục, chế ngự",4000B3_conquer.mp3
drag,"kéo, kéo lê, lôi kéo",4000B3_drag.mp3
exaggerate,"thổi phồng, phóng đại",4000B3_exaggerate.mp3
heritage,di sản,4000B3_heritage.mp3
insult,"lăng mạ, sỉ nhục",4000B3_insult.mp3
meanwhile,"trong lúc ấy, trong khi ấy",4000B3_meanwhile.mp3
necklace,dây chuyền,4000B3_necklace.mp3
noble,"người quý tộc, người quý phái",4000B3_noble.mp3
precious,"quý, quý giá, quý báu",4000B3_precious.mp3
prejudice,"định kiến, thành kiến",4000B3_prejudice.mp3
rumor,"tin đồn, tiếng đồn",4000B3_rumor.mp3
sin,"tội lỗi, tội ác",4000B3_sin.mp3
spectacle,"cảnh tượng kinh ngạc, quang cảnh hùng vĩ",4000B3_spectacle.mp3
stack,"đống, chất đống, xếp chồng, hàng đợi",4000B3_stack.mp3
suspicious,"nghi ngờ, đáng ngờ",4000B3_suspicious.mp3
tin,"thiếc,sắt tây",4000B3_tin.mp3
vase,"bình hoa, lọ hoa",4000B3_vase.mp3
circulate,"lưu thông, luân chuyển, lan truyền",4000B3_circulate.mp3
consequent,"hậu quả, hệ quả",4000B3_consequent.mp3
derive,"từ (đâu mà ra), bắt nguồn từ",4000B3_derive.mp3
drown,chết đuối,4000B3_drown.mp3
dynasty,triều đại,4000B3_dynasty.mp3
fraction,"phần nhỏ, miếng nhỏ,(toán học) phân số",4000B3_fraction.mp3
frost,băng giá (trong suốt hoặc trắng đục),4000B3_frost.mp3
illusion,"ảo giác, ảo ảnh, ảo tưởng",4000B3_illusion.mp3
invade,"xâm lược, xâm chiếm, xâm lấn",4000B3_invade.mp3
lieutenant,(quân sự) trung uý,4000B3_lieutenant.mp3
marine,"(thuộc) biển,(thuộc) ngành hàng hải",4000B3_marine.mp3
merit,"công lao, công trạng",4000B3_merit.mp3
navy,hải quân,4000B3_navy.mp3
polar,"(thuộc) địa cực, ở địa cực",4000B3_polar.mp3
ray,tia ((nghĩa đen)  (nghĩa bóng)),4000B3_ray.mp3
resign,"nghỉ việc, từ chức, xin thôi",4000B3_resign.mp3
suicide,"sự tự tử, sự tự vẫn",4000B3_suicide.mp3
tremble,"run,run sợ, lo sợ",4000B3_tremble.mp3
underlying,"nằm dưới, dưới",4000B3_underlying.mp3
via,"qua, theo đường",4000B3_via.mp3
ache,"đau, nhức",4000B3_ache.mp3
arctic,(thuộc) bắc cực,4000B3_arctic.mp3
canal,"kênh, sông đào",4000B3_canal.mp3
chemist,nhà hoá học,4000B3_chemist.mp3
chill,"sự lạnh lẽo, sự giá lạnh,sự lạnh lùng, sự lạnh nhạt",4000B3_chill.mp3
congress,"quốc hội, nghị viện",4000B3_congress.mp3
dairy,(thuộc) sữa,4000B3_dairy.mp3
descend,xuống (cầu thang...),4000B3_descend.mp3
grocer,người bán tạp phẩm,4000B3_grocer.mp3
hesitate,"do dự, ngập ngừng, lưỡng lự",4000B3_hesitate.mp3
institution,"cơ quan, cơ sở, định chế (kinh tế)",4000B3_institution.mp3
jog,"đi bộ, bước đi thong thả",4000B3_jog.mp3
merchant,"nhà buôn, lái buôn",4000B3_merchant.mp3
poke,"chọc, thúc, ấn, ẩy, di (bằng ngón tay, đầu gậy)",4000B3_poke.mp3
postpone,hoãn lại,4000B3_postpone.mp3
splash,"bắn tung tóe, văng lên",4000B3_splash.mp3
stubborn,"ngoan cố, bướng bỉnh, bảo thủ",4000B3_stubborn.mp3
suburb,ngoại ô,4000B3_suburb.mp3
tide,"thuỷ triều, con nước",4000B3_tide.mp3
tragedy,bi kịch,4000B3_tragedy.mp3
bomb,quả bom,4000B3_bomb.mp3
certificate,giấy chứng nhận; bằng cấp,4000B3_certificate.mp3
circumstance,"sự việc, chi tiết,tình huống",4000B3_circumstance.mp3
coffin,"áo quan, quan tài",4000B3_coffin.mp3
cope,"đối phó, đương đầu",4000B3_cope.mp3
criticism,"sự phê bình, sự phê phán,lời phê bình",4000B3_criticism.mp3
devastate,"tàn phá, phá huỷ",4000B3_devastate.mp3
frown,sự cau mày,4000B3_frown.mp3
gaze,"nhìn chằm chằm, quan sát (thiên văn)",4000B3_gaze.mp3
glance,liếc nhìn,4000B3_glance.mp3
grief,"nỗi đau buồn, nỗi thương tiếc",4000B3_grief.mp3
groom,chú rể,4000B3_groom.mp3
license,giấy phép,4000B3_license.mp3
microscope,kính hiển vi,4000B3_microscope.mp3
nuclear,(vật lý) (thuộc) hạt nhân,4000B3_nuclear.mp3
portray,"vẽ chân dung,miêu tả sinh động",4000B3_portray.mp3
rotate,"quay, xoay quanh",4000B3_rotate.mp3
souvenir,"quà lưu niệm, vật kỉ niệm",4000B3_souvenir.mp3
submarine,(hàng hải) tàu ngầm,4000B3_submarine.mp3
trace,"chỉ theo đường, theo, vạch, đi theo dấu vết",4000B3_trace.mp3
appliance,đồ điện gia dụng,4000B3_appliance.mp3
basin,"bồn rửa mặt, cái chậu",4000B3_basin.mp3
broom,chổi cán dài,4000B3_broom.mp3
caterpillar,"con sâu bướm,xe dây xích",4000B3_caterpillar.mp3
cupboard,tủ có ngăn,4000B3_cupboard.mp3
delicate,"mỏng manh,dễ vỡ (đồ thuỷ tinh...)",4000B3_delicate.mp3
emerge,"nổi lên, hiện ra, lòi ra, trồi lên",4000B3_emerge.mp3
handicap,"tật nguyền, kém năng lực, thiểu năng",4000B3_handicap.mp3
hook,"cái lưỡi câu, cái móc, cái liềm",4000B3_hook.mp3
hop,"nhảy lò cò, nhảy bước ngắn, nhảy qua hố",4000B3_hop.mp3
laundry,hiệu giặt là; quần áo đã giặt xong hoặc quần áo đưa đi giặt,4000B3_laundry.mp3
pursue,"theo, đuổi theo, đi theo",4000B3_pursue.mp3
reluctant,"miễn cưỡng, bất đắc dĩ",4000B3_reluctant.mp3
sleeve,tay áo,4000B3_sleeve.mp3
spine,"xương sống, cột sống",4000B3_spine.mp3
stain,"vết bẩn, vết nhơ",4000B3_stain.mp3
strip,"mảnh, dải, cởi quần áo",4000B3_strip.mp3
swear,"thề, thề nguyền, tuyên thệ",4000B3_swear.mp3
swing,"đánh đu, ngoặt(xe, tàu...), vung vẩy, lắc",4000B3_swing.mp3
utilize,"dùng, sử dụng",4000B3_utilize.mp3
