Word,Meaning,Audio
drop,"rơi, sụt giảm",4000B1_drop.mp3
final,"cuối cùng, chung kết",4000B1_final.mp3
further,"xa hơn, bên kia",4000B1_further.mp3
imply,ý nói; ngụ ý,4000B1_imply.mp3
maintain,duy trì,4000B1_maintain.mp3
neither,...... nor không ... mà cũng không,4000B1_neither.mp3
otherwise,"nếu không thì, mặt khác, cách khác",4000B1_otherwise.mp3
physical,"(thuộc) vật lý,(thuộc) vật chất",4000B1_physical.mp3
prove,chứng minh,4000B1_prove.mp3
react,"phản ứng, đối phó",4000B1_react.mp3
ride,cưỡi,4000B1_ride.mp3
situated,"ở (một nơi, một tình thế, một hoàn cảnh)",4000B1_situated.mp3
society,xã hội,4000B1_society.mp3
standard,tiêu chuẩn,4000B1_standard.mp3
suggest,"gợi ý, đề nghị",4000B1_suggest.mp3
actually,"thực sự, quả thật",4000B1_actually.mp3
bite,"cắn, ngoạm",4000B1_bite.mp3
coast,bờ biển,4000B1_coast.mp3
deal,giải quyết; đối phó; sự giao dịch,4000B1_deal.mp3
desert,sa mạc,4000B1_desert.mp3
earthquake,trận động đất,4000B1_earthquake.mp3
effective,có hiệu quả,4000B1_effective.mp3
examine,kiểm tra,4000B1_examine.mp3
false,"sai, nhầm",4000B1_false.mp3
gift,"quà tặng; tặng, biếu, cho",4000B1_gift.mp3
hunger,"sự đói, tình trạng đói",4000B1_hunger.mp3
imagine,"tưởng tượng, hình dung",4000B1_imagine.mp3
journey,"cuộc hành trình, chuyến đi",4000B1_journey.mp3
puzzle,"trò chơi đố; câu đố, vấn đề khó",4000B1_puzzle.mp3
quite,"khá,hoàn toàn, hầu hết",4000B1_quite.mp3
rather,thích... hơn,4000B1_rather.mp3
specific,"rành mạch, rõ ràng",4000B1_specific.mp3
tour,cuộc đi du lịch,4000B1_tour.mp3
trip,chuyến đi,4000B1_trip.mp3
value,giá trị,4000B1_value.mp3
band,"ban nhạc, dải, băng, đai, nẹp",4000B1_band.mp3
barely,"vừa đủ,rỗng không, nghèo nàn",4000B1_barely.mp3
boring,"chán ngắt, buồn tẻ,sự khoan, sự đào",4000B1_boring.mp3
cancel,"huỷ bỏ, bãi bỏ",4000B1_cancel.mp3
driveway,đường lái xe vào nhà,4000B1_driveway.mp3
garbage,rác,4000B1_garbage.mp3
instrument,"dụng cụ, nhạc cụ",4000B1_instrument.mp3
list,"danh sách; liệt kê, lập danh sách",4000B1_list.mp3
magic,"phép thuật, ma thuật",4000B1_magic.mp3
message,thông điệp; đưa tin,4000B1_message.mp3
notice,"chú ý, để ý,báo trước",4000B1_notice.mp3
own,sở hữu,4000B1_own.mp3
predict,"đoán trước, dự đoán",4000B1_predict.mp3
professor,giáo sư,4000B1_professor.mp3
rush,"vội vã, đi gấp",4000B1_rush.mp3
schedule,"thời gian biểu, thời khóa biểu(bản kế hoạch có thời gian)",4000B1_schedule.mp3
share,"chia sẻ, cổ phần",4000B1_share.mp3
stage,"sân khấu, giai đoạn",4000B1_stage.mp3
storm,"dông tố, cơn bão",4000B1_storm.mp3
within,"trong vòng,trong phạm vi, bên trong, phía trong",4000B1_within.mp3
advertise,quảng cáo,4000B1_advertise.mp3
assign,"phân việc, phân công",4000B1_assign.mp3
audience,"thính giả, khán giả, bạn đọc",4000B1_audience.mp3
breakfast,bữa ăn sáng,4000B1_breakfast.mp3
competition,"sự cạnh tranh, cuộc thi",4000B1_competition.mp3
cool,"mát mẻ,trầm tĩnh",4000B1_cool.mp3
gain,tăng tốc (tốc độ...); lên (cân...),4000B1_gain.mp3
importance,"sự quan trọng, tầm quan trọng",4000B1_importance.mp3
knowledge,"kiến thức, tri thức",4000B1_knowledge.mp3
major,"chính, chủ yếu, trọng đại",4000B1_major.mp3
mean,"verb: nghĩa là, có nghĩa làadj: hèn hạ, bần tiện,kém cỏi,nóng tính ???",4000B1_mean.mp3
prefer,"thích hơn, ưa hơn, đề bạt,đưa ra",4000B1_prefer.mp3
president,"tổng thống, chủ tịch",4000B1_president.mp3
progress,"nounverb :tiến triển, tiến bộ, tiến hành",4000B1_progress.mp3
respect,"nounverb :tôn trọng, kính trọng,lưu tâm, chú ý",4000B1_respect.mp3
rich,"giàu, giàu có",4000B1_rich.mp3
skill,kỹ năng,4000B1_skill.mp3
somehow,"vì lý do này khác, không biết làm sao",4000B1_somehow.mp3
strength,"sức mạnh, sức lực, sức khoẻ",4000B1_strength.mp3
vote,"bỏ phiếu, bầu cử",4000B1_vote.mp3
above,"ở trên,trên đầu",4000B1_above.mp3
ahead,"adv :thẳng phía trướcadj :hơn, vượt",4000B1_ahead.mp3
amount,"tổng giá trị (hợp đồng),tổng số (tiền)",4000B1_amount.mp3
belief,"niềm tin, lòng tin, đức tin",4000B1_belief.mp3
center,trung tâm,4000B1_center.mp3
common,"thông thường, chung,phổ thông",4000B1_common.mp3
cost,"chi phí,giá thành, phí tổn",4000B1_cost.mp3
demonstrate,"chứng minh, giải thích, biểu lộ, biểu tình",4000B1_demonstrate.mp3
different,"khác biệt, khác nhau",4000B1_different.mp3
evidence,"chứng cớ, bằng chứng",4000B1_evidence.mp3
honesty,"tính trung thực,tính lương thiện",4000B1_honesty.mp3
idiom,thành ngữ,4000B1_idiom.mp3
independent,"độc lập,không phụ thuộc",4000B1_independent.mp3
inside,"bên trong,phía trong, phần trong",4000B1_inside.mp3
master,"bậc thầy, thợ cả",4000B1_master.mp3
memory,"trí nhớ, ký ức,sự tưởng nhớ",4000B1_memory.mp3
proper,"thích đáng, thích hợp, đúng mực",4000B1_proper.mp3
scan,"quét, nhìn chăm chú,đọc lướt",4000B1_scan.mp3
section,"mặt cắt,lát cắt, đoạn (trong sách)",4000B1_section.mp3
surface,bề mặt,4000B1_surface.mp3
