Word,Meaning,Audio
atom,nguyên tử,4000B5_atom.mp3
breadth,"bề ngang, bề rộng",4000B5_breadth.mp3
circumference,chu vi,4000B5_circumference.mp3
comet,sao chổi,4000B5_comet.mp3
crater,"hố (bom, đạn đại bác...),miệng núi lửa",4000B5_crater.mp3
crescent,trăng lưỡi liềm,4000B5_crescent.mp3
debris,"mảnh vỡ, mảnh vụn",4000B5_debris.mp3
despair,"sự thất vọng; nỗi thất vọng, nỗi tuyệt vọng",4000B5_despair.mp3
embed,"đóng vào, gắn vào",4000B5_embed.mp3
fragment,"mảnh, mảnh vỡ",4000B5_fragment.mp3
galaxy,thiên hà,4000B5_galaxy.mp3
gigantic,khổng lồ,4000B5_gigantic.mp3
gloom,"sự u ám, sự tối sầm",4000B5_gloom.mp3
radiate,"toả ra chiếu ra, phát ra (nhiệt, ánh sáng...)",4000B5_radiate.mp3
roam,đi lang thang,4000B5_roam.mp3
solitary,"độc nhất, cô đơn, hiu quạnh, vắng vẻ",4000B5_solitary.mp3
spectrum,(vật lý) quang phổ,4000B5_spectrum.mp3
sphere,hình cầu,4000B5_sphere.mp3
status,"tình trạng, địa vị, vị trí",4000B5_status.mp3
bankrupt,"vỡ nợ, phá sản",4000B5_bankrupt.mp3
conform,tuân theo,4000B5_conform.mp3
employ,"tuyển dụng, thuê (ai) (làm gì)",4000B5_employ.mp3
expel,"trục xuất, đuổi",4000B5_expel.mp3
extension,sự mở rộng,4000B5_extension.mp3
forthcoming,"sắp đến, sắp tới",4000B5_forthcoming.mp3
furnish,"trang bị đồ đạc cho (phong, nhà...)",4000B5_furnish.mp3
hygiene,vệ sinh,4000B5_hygiene.mp3
hygienic,"(thuộc) vệ sinh, hợp vệ sinh",4000B5_hygienic.mp3
landlord,"chủ nhà, chủ đất",4000B5_landlord.mp3
lease,thuê,4000B5_lease.mp3
mandatory,"(thuộc) quy định, mệnh lệnh",4000B5_mandatory.mp3
mend,"vá, sửa chữa",4000B5_mend.mp3
mortgage,"văn tự thế chấp, tiền thế chấp",4000B5_mortgage.mp3
personnel,"toàn thể cán bộ công nhân viên (cơ quan, nhà máy...)",4000B5_personnel.mp3
plumbing,đường ống nước,4000B5_plumbing.mp3
tenant,"người thuê mướn (nhà, đất...)",4000B5_tenant.mp3
trendy,hợp thời trang,4000B5_trendy.mp3
utility,"tiện ích, công ty điện nước",4000B5_utility.mp3
whereby,"nhờ đó, bởi đó",4000B5_whereby.mp3
aesthetic,(thuộc) thẩm mỹ,4000B5_aesthetic.mp3
arrogant,"kiêu ngạo, kiêu căng; ngạo mạn",4000B5_arrogant.mp3
bias,phân biệt,4000B5_bias.mp3
canyon,hẻm núi,4000B5_canyon.mp3
creek,"lạch, vũng(từ Mỹ,nghĩa Mỹ) sông con, nhánh sông",4000B5_creek.mp3
drill,(kỹ thuật) mũi khoan; máy khoan,4000B5_drill.mp3
executive,"người điều hành, giám đốc",4000B5_executive.mp3
fatigue,sự mệt mỏi,4000B5_fatigue.mp3
incline,mặt nghiêng,4000B5_incline.mp3
nasty,"bẩn thỉu, dơ dáy; kinh tởm",4000B5_nasty.mp3
perceive,"nhận thức, lĩnh hội",4000B5_perceive.mp3
primate,động vật linh trưởng,4000B5_primate.mp3
primitive,"thô sơ, cổ xưa",4000B5_primitive.mp3
stereotype,"định kiến, mẫu rập khuôn, bản in đúc",4000B5_stereotype.mp3
sticky,dính,4000B5_sticky.mp3
termite,(động vật học) con mối,4000B5_termite.mp3
thereby,"do đó, theo cách ấy",4000B5_thereby.mp3
trail,"đường mòn, dấu vết",4000B5_trail.mp3
twig,cành cây con,4000B5_twig.mp3
welfare,hạnh phúc; phúc lợi,4000B5_welfare.mp3
behalf,"thay mặt, nhân danh",4000B5_behalf.mp3
flap,"sự đập, sự vỗ (cánh...)",4000B5_flap.mp3
glacier,"(địa lý,địa chất) sông băng",4000B5_glacier.mp3
globe,địa cầu,4000B5_globe.mp3
horizontal,"(thuộc) đường chân trời, nằm ngang",4000B5_horizontal.mp3
hum,"ngậm miệng ngân nga, kêu vo ve",4000B5_hum.mp3
inventory,hàng hóa tồn kho,4000B5_inventory.mp3
inward,"kín, bí mật, hướng nội",4000B5_inward.mp3
loaf,ổ bánh mỳ,4000B5_loaf.mp3
oracle,nhà tiên tri,4000B5_oracle.mp3
orbit,đi theo quỹ đạo,4000B5_orbit.mp3
overview,"sự khái quát, miêu tả chung",4000B5_overview.mp3
preview,"sự xem trước, sự duyệt trước (phim ảnh, ảnh...)",4000B5_preview.mp3
previous,trước,4000B5_previous.mp3
provide,"dự phòng, cung cấp",4000B5_provide.mp3
recur,lại diễn ra (sự việc),4000B5_recur.mp3
relevant,"thích đáng, thích hợp, xác đáng",4000B5_relevant.mp3
rite,"lễ nghi, nghi thức",4000B5_rite.mp3
stall,"ngừng, dừng, chết máy",4000B5_stall.mp3
supernatural,siêu tự nhiên,4000B5_supernatural.mp3
adapt,thích nghi,4000B5_adapt.mp3
biological,(thuộc) sinh vật học,4000B5_biological.mp3
cellular,(thuộc) tế bào,4000B5_cellular.mp3
dynamic,"năng động, năng nổ, sôi nổi",4000B5_dynamic.mp3
fantasy,khả năng tưởng tượng; hình ảnh tưởng tượng,4000B5_fantasy.mp3
heredity,tính di truyền; sự di truyền,4000B5_heredity.mp3
internal,"ở trong, nội bộ",4000B5_internal.mp3
minimal,"tối thiểu, rất nhỏ",4000B5_minimal.mp3
pioneer,người tiên phong,4000B5_pioneer.mp3
prescribe,"(y học) cho đơn, kê đơn",4000B5_prescribe.mp3
respective,"riêng biệt, tương ứng",4000B5_respective.mp3
revive,"làm sống lại, làm tỉnh lại, khôi phục",4000B5_revive.mp3
rigid,cứng nhắc,4000B5_rigid.mp3
sequence,"sự nối tiếp, sự liên tục, thứ tự",4000B5_sequence.mp3
substitute,thay thế,4000B5_substitute.mp3
surgeon,"nhà phẫu thuật, bác sĩ phẫu thuật",4000B5_surgeon.mp3
therapy,(y học) phép chữa bệnh,4000B5_therapy.mp3
transfer,"dời, chuyển",4000B5_transfer.mp3
transition,"sự chuyển tiếp, sự quá độ",4000B5_transition.mp3
transplant,"(y học) cấy, ghép",4000B5_transplant.mp3
aquarium,"khu công viên có bể nuôi (cá, loài thuỷ sinh)bể nuôi (cá, loài thuỷ sinh)",4000B5_aquarium.mp3
arbitrary,"hay thay đổi, thất thường,tùy ý",4000B5_arbitrary.mp3
autobiography,tự truyện,4000B5_autobiography.mp3
convention,"tục lệ,quy ước (của một số trò chơi)",4000B5_convention.mp3
gracious,"thanh lịch, lịch sự, tử tế",4000B5_gracious.mp3
improve,"cải tiến, cải thiện, cải tạo",4000B5_improve.mp3
insulate,"cô lập, cách ly",4000B5_insulate.mp3
intrigue,"hấp dẫn, kích thích tò mò, làm ngạc nhiên",4000B5_intrigue.mp3
longevity,sự sống lâu,4000B5_longevity.mp3
misplace,"để không đúng chỗ, để quên",4000B5_misplace.mp3
naughty,"nghịch ngợm, hư đốn",4000B5_naughty.mp3
norm,việc bình thường,4000B5_norm.mp3
orangutan,đười ươi (dã nhân),4000B5_orangutan.mp3
overload,quá tải,4000B5_overload.mp3
philanthropy,lòng nhân đức,4000B5_philanthropy.mp3
probe,"thăm dò, điều tra",4000B5_probe.mp3
recipient,người nhận,4000B5_recipient.mp3
reptile,(động vật học) loài bò sát,4000B5_reptile.mp3
thrive,"thịnh vượng, phát đạt",4000B5_thrive.mp3
ultimate,"sau cùng, sau chót",4000B5_ultimate.mp3
antique,cổ xưa; theo lối cổ,4000B5_antique.mp3
applicant,người xin việc,4000B5_applicant.mp3
artifact,đồ tạo tác (do người tiền sử tạo ra),4000B5_artifact.mp3
authentic,"thật, xác thực",4000B5_authentic.mp3
chronology,bảng niên đại,4000B5_chronology.mp3
diplomat,nhà ngoại giao,4000B5_diplomat.mp3
epic,"thiên anh hùng ca, thiên sử thi",4000B5_epic.mp3
excerpt,"phần trích, đoạn trích (sách...)",4000B5_excerpt.mp3
fossil,hóa thạch,4000B5_fossil.mp3
humiliate,"làm nhục, làm bẽ mặt",4000B5_humiliate.mp3
lyric,"trữ tình, lời bài hát",4000B5_lyric.mp3
majesty,"vẻ uy nghi, vẻ oai nghiêm",4000B5_majesty.mp3
monarch,"vua, quốc vương, bướm chúa",4000B5_monarch.mp3
precede,"đi trước, có trước, đến trước",4000B5_precede.mp3
punctual,đúng giờ,4000B5_punctual.mp3
recruit,tuyển dụng,4000B5_recruit.mp3
refund,khoản tiền trả lại,4000B5_refund.mp3
register,"bản ghi, sổ sách",4000B5_register.mp3
renown,"danh tiếng, tiếng tăm",4000B5_renown.mp3
tusk,ngà (voi); răng ranh (lợi lòi),4000B5_tusk.mp3
burden,gánh nặng,4000B5_burden.mp3
compromise,thỏa hiệp,4000B5_compromise.mp3
craft,"làm thủ công, làm bằng tay",4000B5_craft.mp3
crook,"(từ Mỹ,nghĩa Mỹ), (từ lóng) kẻ lừa đảo, kẻ lừa gạt",4000B5_crook.mp3
currency,tiền tệ,4000B5_currency.mp3
enigma,"điều bí ẩn, người khó hiểu",4000B5_enigma.mp3
fragile,"dễ vỡ, mong manh",4000B5_fragile.mp3
hybrid,"lai,cây lai; vật lai; người lai",4000B5_hybrid.mp3
innocence,ngây thơ,4000B5_innocence.mp3
merge,"hợp nhất, kết hợp",4000B5_merge.mp3
moderate,vừa phải,4000B5_moderate.mp3
overwhelm,"áp đảo, tràn ngập, chôn vùi",4000B5_overwhelm.mp3
perception,sự nhận thức,4000B5_perception.mp3
reunion,"sự sum họp, sự họp lại",4000B5_reunion.mp3
rig,gian lận,4000B5_rig.mp3
shiver,"sự run, sự rùng mình (vì rét, vì sợ...)",4000B5_shiver.mp3
sociable,"dễ gần, thích giao du",4000B5_sociable.mp3
talkative,"hay nói, ba hoa",4000B5_talkative.mp3
tow,"kéo (xe, tàu, thuyền)",4000B5_tow.mp3
tramp,"bước nặng nề, dẫm bình bịch",4000B5_tramp.mp3
