Word,Meaning,Audio
empire,đế chế,4000B4_empire.mp3
goods,hàng hóa,4000B4_goods.mp3
heed,"chú ý, lưu ý, để ý",4000B4_heed.mp3
hitchhike,đi nhờ xe; vẫy xe xin đi nhờ,4000B4_hitchhike.mp3
mock,"chế nhạo, nhạo báng, chế giễu",4000B4_mock.mp3
neutral,trung lập,4000B4_neutral.mp3
persecute,"ngược đãi, hành hạ",4000B4_persecute.mp3
pity,"lòng thương hại, lòng thương xót, lòng trắc ẩn",4000B4_pity.mp3
reduce,"giảm, giảm bớt, hạ",4000B4_reduce.mp3
scribe,"người sao chép bản thảo, người viết",4000B4_scribe.mp3
temper,"sự tức giận, sự cáu kỉnh; cơn giận, cơn thịnh nộ",4000B4_temper.mp3
throne,"ngai, ngai vàng",4000B4_throne.mp3
unity,"sự đoàn kết, sự hoà hợp, sự hoà thuận",4000B4_unity.mp3
victor,"người thắng cuộc, kẻ chiến thắng",4000B4_victor.mp3
accurate,"chính xác, đúng đắn, xác đáng",4000B4_accurate.mp3
analyze,phân tích,4000B4_analyze.mp3
asteroid,(thiên văn học) thiên thạch,4000B4_asteroid.mp3
controversy,"sự tranh cãi,sự tranh luận",4000B4_controversy.mp3
evolve,tiến hóa,4000B4_evolve.mp3
factor,"yếu tố, nhân tố;(toán học) thừa số;(kỹ thuật) hệ số",4000B4_factor.mp3
genetic,(thuộc) di truyền,4000B4_genetic.mp3
genome,bộ gen,4000B4_genome.mp3
identical,"đúng, đồng nhất",4000B4_identical.mp3
intellectual,nhà thông thái,4000B4_intellectual.mp3
majority,"phần lớn, phần đông, đa số",4000B4_majority.mp3
mammal,"(động vật học) loài thú, loài động vật có vú",4000B4_mammal.mp3
multiply,"tăng lên, (toán học) nhân",4000B4_multiply.mp3
offspring,"con, con cái, con cháu, con đẻ",4000B4_offspring.mp3
pesticide,thuốc trừ sâu,4000B4_pesticide.mp3
regulate,"kiểm soát, điều chỉnh, chỉnh đốn",4000B4_regulate.mp3
reinforce,"tăng cường, củng cố",4000B4_reinforce.mp3
stricken,"tấn công,, đánh đập",4000B4_stricken.mp3
vast,"mênh mông, bao la; to lớn",4000B4_vast.mp3
vegetarian,người ăn chay,4000B4_vegetarian.mp3
cherish,"giữ trong lòng, yêu mến",4000B4_cherish.mp3
compassion,"lòng thương, lòng trắc ẩn",4000B4_compassion.mp3
consent,"sự đồng ý, sự ưng thuận, sự bằng lòng",4000B4_consent.mp3
core,lõi,4000B4_core.mp3
cunning,"láu cá, khôn vặt,xảo quyệt, xảo trá",4000B4_cunning.mp3
dizzy,"hoa mắt, choáng váng, chóng mặt",4000B4_dizzy.mp3
equilibrium,sự cân bằng,4000B4_equilibrium.mp3
foster,"nuôi dưỡng, nuôi nấng, bồi dưỡng",4000B4_foster.mp3
grind,"xay, tán, nghiền, mài",4000B4_grind.mp3
growl,"gầm, gầm gừ, rền (thú vật, sấm)",4000B4_growl.mp3
moderation,"sự điều độ,sự tiết chế",4000B4_moderation.mp3
predator,(động vật) thú ăn thịt,4000B4_predator.mp3
sane,"ôn hoà, đúng mực",4000B4_sane.mp3
saucer,đĩa (để cốc tách...);đĩa hứng nước (dưới chậu hoa),4000B4_saucer.mp3
snatch,"nắm lấy, giật lấy, vồ lấy, chộp lấy, bắt lấy, tranh thủ (làm gì)",4000B4_snatch.mp3
stagger,"lảo đảo, loạng choạng",4000B4_stagger.mp3
stumble,"vấp, sẩy chân, trượt chân",4000B4_stumble.mp3
tense,căng thẳng,4000B4_tense.mp3
tumble,"té nhào, ngã cuộn tròn",4000B4_tumble.mp3
withhold,"từ chối không cho,ngăn chặn, giữ lại",4000B4_withhold.mp3
aircraft,"máy bay, tàu bay",4000B4_aircraft.mp3
celebrity,"người nổi tiếng, ngôi sao",4000B4_celebrity.mp3
concrete,bê tông,4000B4_concrete.mp3
decisive,"quyết đoán, dứt khoát",4000B4_decisive.mp3
esteemed,"kính mến, quý trọng",4000B4_esteemed.mp3
ethical,"(thuộc) đạo đức,đúng quy cách (thuốc)",4000B4_ethical.mp3
extinct,tuyệt chủng,4000B4_extinct.mp3
hardy,"dày dạn, chịu đựng được gian khổ",4000B4_hardy.mp3
institute,học viện,4000B4_institute.mp3
jealousy,"lòng ghen tị,sự ghen tị",4000B4_jealousy.mp3
migrate,di trú; ra nước ngoài,4000B4_migrate.mp3
nurture,nuôi dưỡng. nuôi nấng,4000B4_nurture.mp3
overhead,ở trên đầu,4000B4_overhead.mp3
principle,"nguyên lý, nguyên tắc đạo đức, phương châm xử thế",4000B4_principle.mp3
rural,"(thuộc) nông thôn, thôn dã",4000B4_rural.mp3
secluded,"hẻo lánh, ẩn dật",4000B4_secluded.mp3
species,(sinh vật học) loài,4000B4_species.mp3
swamp,đầm lầy,4000B4_swamp.mp3
traverse,"băng qua, đi qua, đi ngang qua",4000B4_traverse.mp3
zoology,động vật học,4000B4_zoology.mp3
assumption,"sự giả định, sự giả sử",4000B4_assumption.mp3
barley,lúa mạch,4000B4_barley.mp3
beast,thú dữ,4000B4_beast.mp3
colonel,(quân sự) đại tá,4000B4_colonel.mp3
contagious,"lây, lây nhiễm",4000B4_contagious.mp3
corpse,thi hài,4000B4_corpse.mp3
crisis,sự khủng hoảng; cuộc khủng hoảng,4000B4_crisis.mp3
cure,"chữa bệnh, điều trị",4000B4_cure.mp3
deformed,"bị biến dạng, bị méo mó",4000B4_deformed.mp3
discriminate,đối xử phân biệt,4000B4_discriminate.mp3
embassy,sứ quán,4000B4_embassy.mp3
extinguish,"dập tắt, làm tiêu tan, làm tắt",4000B4_extinguish.mp3
flint,"mũi tên đá, mảnh đá sắc nhọn",4000B4_flint.mp3
harass,"quấy rối,quấy rầy",4000B4_harass.mp3
integrate,"hợp nhất, hòa hợp, tích hợp",4000B4_integrate.mp3
miniature,"nhỏ, thu nhỏ lại",4000B4_miniature.mp3
nutrition,"dinh dưỡng, sự dinh dưỡng",4000B4_nutrition.mp3
promptly,"mau lẹ, nhanh chóng; ngay lập tức",4000B4_promptly.mp3
technician,"nhà kỹ thuật, nhà chuyên môn",4000B4_technician.mp3
tropics,vùng nhiệt đới,4000B4_tropics.mp3
beneficial,có ích; có lợi; tốt,4000B4_beneficial.mp3
birthplace,nơi sinh; sinh quán,4000B4_birthplace.mp3
capacity,"sức chứa, dung tích,năng lực, khả năng",4000B4_capacity.mp3
comparative,"(thuộc về) so sánh, tương đối",4000B4_comparative.mp3
comprehensive,bao hàm toàn diện,4000B4_comprehensive.mp3
conserve,"bảo tồn,giữ gìn, duy trì",4000B4_conserve.mp3
crucial,"cốt yếu, chủ yếu",4000B4_crucial.mp3
cumulative,"luỹ tích, dồn lại",4000B4_cumulative.mp3
deposit,"gửi (tiền, đồ vật...), đặt cọc, ký quỹ",4000B4_deposit.mp3
distribute,"phân phối, phân phát, phân bổ",4000B4_distribute.mp3
equator,xích đạo,4000B4_equator.mp3
exotic,"ở nước ngoài đưa vào, ngoại lai (cây cỏ, từ, mốt)",4000B4_exotic.mp3
federal,(thuộc) liên bang,4000B4_federal.mp3
formation,"sự hình thành, sự tạo thành",4000B4_formation.mp3
frequency,tần số,4000B4_frequency.mp3
objective,"mục tiêu, mục đích",4000B4_objective.mp3
oxygen,(hoá học) Oxy,4000B4_oxygen.mp3
rainforest,rừng mưa,4000B4_rainforest.mp3
strategy,chiến lược,4000B4_strategy.mp3
wooded,"có rừng, có nhiều cây cối",4000B4_wooded.mp3
avail,"giúp ích, có lợi cho",4000B4_avail.mp3
expand,"nở ra, phồng ra, giãn, mở rộng",4000B4_expand.mp3
define,định nghĩa,4000B4_define.mp3
dread,nghĩ đến mà sợ; sợ,4000B4_dread.mp3
fundamental,quy tắc cơ bản; nguyên tắc cơ bản,4000B4_fundamental.mp3
horrifying,"kinh hoàng,gây kinh hãi",4000B4_horrifying.mp3
incredulous,hoài nghi; ngờ vực,4000B4_incredulous.mp3
linger,"phảng phất,nấn ná,kéo dài",4000B4_linger.mp3
organism,"cơ thể;cơ quan, tổ chức",4000B4_organism.mp3
paraphrase,tóm tắt,4000B4_paraphrase.mp3
plague,"bệnh dịch,tai hoạ",4000B4_plague.mp3
presently,"hiện giờ, hiện nay, bây giờ",4000B4_presently.mp3
random,ngẫu nhiên,4000B4_random.mp3
riot,"cuộc nổi loạn, bạo loạn",4000B4_riot.mp3
scribble,"viết chữ nguệch ngoạc, viết cẩu thả, viết vội vàng",4000B4_scribble.mp3
shrine,"điện thờ, miếu thờ, nơi linh thiêng",4000B4_shrine.mp3
solitude,"tình trạng cô đơn,nơi vắng vẻ, nơi tĩnh mịch",4000B4_solitude.mp3
stark,hoàn toàn,4000B4_stark.mp3
summon,"gọi đến, mời đến; triệu tập (cuộc họp)",4000B4_summon.mp3
worsen,"trở nên xấu hơn, trở nên tồi hơn, trở nên tệ hơn",4000B4_worsen.mp3
automobile,"(từ Mỹ,nghĩa Mỹ) xe ô tô",4000B4_automobile.mp3
candidate,ứng cử viên,4000B4_candidate.mp3
confidential,"kín, bí mật",4000B4_confidential.mp3
corporate,(thuộc về) công ty lớn,4000B4_corporate.mp3
enhance,"tăng cường, nâng cao, đề cao, làm nổi bật",4000B4_enhance.mp3
era,"thời đại, kỷ nguyên",4000B4_era.mp3
guideline,"hướng dẫn,đường lối chỉ đạo (để vạch ra chính sách...)",4000B4_guideline.mp3
incorporate,kết hợp,4000B4_incorporate.mp3
interact,"tương tác, tác động qua lại",4000B4_interact.mp3
interval,"khoảng (thời gian, không gian), khoảng cách",4000B4_interval.mp3
mobile,di động; lưu động,4000B4_mobile.mp3
modify,"sửa đổi, thay đổi, bổ sung",4000B4_modify.mp3
parallel,song song,4000B4_parallel.mp3
phenomenon,hiện tượng,4000B4_phenomenon.mp3
pollute,"gây ô nhiễm, làm ô nhiễm",4000B4_pollute.mp3
ridicule,"giễu cợt, bông đùa (người nào)",4000B4_ridicule.mp3
solar,(thuộc) mặt trời,4000B4_solar.mp3
territory,lãnh thổ;(US) hạt (vùng chưa được hưởng những quyền lợi như một bang),4000B4_territory.mp3
tournament,"(thể dục,thể thao) cuộc đấu",4000B4_tournament.mp3
transportation,"phương tiện vận tải,sự chuyên chở, sự vận tải",4000B4_transportation.mp3
bill,(toán kinh tế) ngân phiếu; hoá đơn,4000B4_bill.mp3
boundary,"ranh giới, đường biên giới",4000B4_boundary.mp3
chaos,"sự lộn xộn, sự hỗn loạn",4000B4_chaos.mp3
consistent,"kiên định, trước sau như một",4000B4_consistent.mp3
cyclone,lốc xoáy,4000B4_cyclone.mp3
doomed,phải chịu số phận bi đát,4000B4_doomed.mp3
heir,"người thừa kế, người thừa tự,người kế tục (sự nghiệp)",4000B4_heir.mp3
martial,"thuộc võ, thượng võ; (thuộc) quân sự; (thuộc) chiến tranh",4000B4_martial.mp3
organic,hữu cơ,4000B4_organic.mp3
poultry,gia cầm,4000B4_poultry.mp3
scramble,"bò, toài, trườn (trên đất mấp mô)",4000B4_scramble.mp3
sergeant,(quân sự) trung sĩ;hạ sĩ cảnh sát,4000B4_sergeant.mp3
sheer,"hoàn toàn, tuyệt đối",4000B4_sheer.mp3
stance,"thái độ, lập trường",4000B4_stance.mp3
telegraph,"đánh điện, gửi điện, máy điện báo",4000B4_telegraph.mp3
textile,"vải, hàng dệt",4000B4_textile.mp3
tornado,"bão táp, cuồng phong. lốc xoáy",4000B4_tornado.mp3
typhoon,cơn bão nhiệt đới,4000B4_typhoon.mp3
wail,"than khóc, rền rĩ",4000B4_wail.mp3
wardrobe,"(bộ sưu tập) quần áo, tủ quần áo",4000B4_wardrobe.mp3
