Word,Meaning,Audio
typical,"tiêu biểu, điển hình; đặc thù, đặc trưng, đặc tính;",TYPICAL_1380643440874.mp3
yield,"sản lượng; lợi tức, hoa lợi, lợi nhuận; verb : sinh lợi, mang lại (lợi nhuận);",YIELD_1380530514437.mp3
adjacent,"ngay cạnh, liền kề",ADJACENT_1380530514437.mp3
collaboration,"sự cộng tác, hợp tác",COLLABORATION_1380530514437.mp3
concentrate,tập trung,CONCENTRATE_1380530514437.mp3
conducive,"có ích, có lợi; cho phép, giúp cho (điều gì xảy ra);",CONDUCIVE_1380530514437.mp3
disruption,"‹sự› đập gãy, phá vỡ; ‹sự/tình trạng› rối loạn, gián đoạn",speech_20180129095146262.mp3
hamper,"làm vướng, gây vướng; cản trở, gây trở ngại;",HAMPER_1380530514437.mp3
inconsiderately,"thiếu thận trọng, thiếu suy nghĩ, khinh suất, sơ suất;",speech_20180129101002238.mp3
lobby,"hành lang, sảnh chờ; vận động hành lang.",LOBBY_1380530514437.mp3
move up,"tăng, tiến lên, thăng tiến;",MOVE+UP_1380530514437.mp3
open to,"tiếp thu, dùng được cho ai đó (to be + open to)",OPEN+TO_1380530514437.mp3
opt,chọn lựa,OPT.mp3
scrutiny,"sự nhìn chăm chú; xem xét/kiểm tra kỹ lưỡng, nghiên cứu cẩn thận;",speech_20180129104918915.mp3
adhere to,"tuân thủ, giữ vững",ADHERE+TO_1380530514437.mp3
agenda,"chương trình nghị sự, những vấn đềthảo luận tại cuộc họp",AGENDA_1380530514437.mp3
bring up,"khơi mào, giới thiệu, đưa ra.",BRING+UP_1380530514437.mp3
conclude,"kết luận, kết thúc, chấm dứt, quyết định, ký kết.",CONCLUDE_1380530514437.mp3
go ahead,"(v) tiến hành; (n) sự tiến bộ, sự được phép (làm gì);",GO+AHEAD_1380530514437.mp3
goal,"mục đích, mục tiêu; khung thành, cầu môn; bàn thắng, điểm;",GOAL.mp3
lengthy,"lâu, dài, dài dòng;",LENGTHY_1380530514437.mp3
matter,"nội dung, sự kiện, chủ đề, vấn đề, việc, chuyện;",MATTER_1380530514437.mp3
periodically,"định kỳ, thường kỳ, chu kỳ;",PERIODICALLY_1380530514437.mp3
priority,"‹quyền/sự› ưu tiên, được xét trước",PRIORITY_1380530514437.mp3
progress,"‹sự› tiến tới, tiến bộ, phát triển; ‹sự› tiến hành, tiến triển; (v) tiến tới, tiến triển",PROGRESS_1380530514437.mp3
waste,"(v) lãng phí; (n) sự lãng phí; đồ bỏ đi, đồ thải ra",WASTE_1380530514437.mp3
brand,"nhãn hiệu, nhãn hàng, chi nhánh;",BRAND.mp3
conform,"làm cho phù hợp, làm cho thích hợp; thích nghi với, thích ứng với, tuân theo;",speech_20180129152252058.mp3
defect,"khuyết điểm, nhược điểm; thiết sót, sai sót, lỗi;",DEFECT_1380530514437.mp3
enhance,"nâng cao, tăng cường;",ENHANCE_1380530514437.mp3
garment,"áo quần, may mặc;",GARMENT_1380530514437.mp3
inspect,"thanh tra, kiểm tra, xem xét kỹ;",INSPECT_1380530514437.mp3
perceptive,"nhận thức được, cảm giác được, cảm thụ được;",speech_20180130114049550.mp3
repel,"chống lại, đẩy lùi; khước từ, cự tuyệt; làm khó chịu, căm phẫn;",REPEL_1380530514437.mp3
take back,"rút lui, rút lại; lấy lại, kéo lại, đồng ý nhận lại, chấp nhận cho ai trở lại;",TAKE+BACK_1380530514437.mp3
throw out,"vứt bỏ, bỏ đi, đuổi đi;",THROW+OUT_1380530514437.mp3
uniformly,"đồng đều, thống nhất, không thay đổi;",speech_20180130131447221.mp3
wrinkle,"vết nhăn, vết nhàu, nếp quần áo;",WRINKLE_1380643440874.mp3
anxious,"lo âu, băn khoăn",ANXIOUS_1380643440874.mp3
anxiety,"mối lo âu, sự băn khoăn, lo lắng;",ANXIETY_1380643440874.mp3
ascertain,"biết chắc, xác định rõ ràng, tìm hiểu chắc chắn, phát hiện ra, nhận ra;",ASCERTAIN_1380530514437.mp3
assume,"cho rằng, cho là đúng; giả vờ, giả bộ;đảm đương, gánh vác, chịu trách nhiệm;",ASSUME_1380643440874.mp3
decade,thập kỷ,DECADE_1380530514437.mp3
examine,"khám xét, xem xét; khảo sát, nghiên cứu; hỏi thi, sát hạch, thẩm vấn;",EXAMINE_1380530514437.mp3
experiment,"(v) làm thí nghiệm; (n) cuộc thí nghiệm, sự thí nghiệm, sự thử",EXPERIMENT_1380530514437.mp3
logical,"hợp lý, có lý, hợp với lôgic, theo lôgic;",LOGICAL_1380530514437.mp3
research,sự nghiên cứu,RESEARCH_1380530514437.mp3
responsibility,"bổn phận, trách nhiệm, nhiệm vụ",RESPONSIBILITY_1380530514437.mp3
solve,"giải quyết, làm sáng tỏ một vấn đề;",SOLVE_1380530514437.mp3
supervisor,người giám sát,SUPERVISOR.mp3
systematically,"có hệ thống, có phương pháp (methodically);",speech_20180131033447488.mp3
apprehensive,"sợ hãi, e sợ;",APPREHENSIVE_1380530514437.mp3
circumstance,"trường hợp, hoàn cảnh, tình huống, tình thế;",CIRCUMSTANCE_1380530514437.mp3
condition,"điều kiện; hoàn cảnh, tình thế, tình trạng, trạng thái;",CONDITION_1380530514437.mp3
due to,"bởi, vì, do, tại, nhờ có;",DUE+TO_1380530514437.mp3
fluctuate,"dao động, thay đổi bất thường",FLUCTUATE_1380530514437.mp3
fluctuation,sự giao động,FLUCTUATION_1380530514437.mp3
get out of,"thôi, mất, bỏ, từ bỏ, rời bỏ, tránh né, thoát khỏi",GET+OUT+OF_1380530514437.mp3
indicator,"‹người/vật/chất› chỉ, chỉ thị (VD: đồng hồ chỉ thị, đèn xi-nhan);",INDICATOR_1380530514437.mp3
lease,(n) hợp đồng cho thuê; (v) cho thuê,LEASE_1380530514437.mp3
lock into,"ràng buộc chặt, không thể thay đổi;",LOCK+INTO_1380530514437.mp3
occupy,"sở hữu, chiếm hữu; chiếm giữ, chiếm đóng, kiểm soát;",speech_20180131075026434.mp3
option,sự/quyền lựa chọn; vật/điều được chọn; tùy chọn;,OPTION_1380643440874.mp3
subject to,"lệ thuộc vào, tùy theo; tuân thủ;",SUBJECT+TO.mp3
appeal,"(lời) kêu gọi, cầu khẩn; ‹sức› hấp dẫn, lôi cuốn, thu hút, quyến rũ;",APPEAL_1380530514437.mp3
arrive,"đến, đi đến, tới nơi;",ARRIVE_1380643440871.mp3
compromise,"(n) sự thỏa hiệp; (v) thỏa hiệp, dàn xếp",COMPROMISE_1380530514437.mp3
daringly,"táo bạo, cả gan, phiêu lưu, dũng cảm (bravely);",speech_20180131141303571.mp3
familiar,"quen, quen thuộc, thân thuộc, phổ biến, tương tự;",FAMILIAR.mp3
guide,"hướng dẫn viên, người chỉ dẫn; sách hướng dẫn, biển chỉ dẫn;",GUIDE_1380530514437.mp3
majority,"phần lớn, đa số;",MAJORITY_1380530514437.mp3
mix,"trộn lẫn, pha lẫn; (n) sự kết hợp, hỗn hợp, sự hòa hợp;",MIX.mp3
rely,"tin cậy vào, dựa vào;",RELY_1380530514437.mp3
secure,"tìm được, đạt được (cái gì khó khăn), buộc chặt, đảm bảo an toàn (khỏi nguy hiểm hoặc đe dọa)",SECURE_1380643440874.mp3
subjective,"chủ quan; tưởng tượng, có tính tưởng tượng;",SUBJECTIVE_1380530514437.mp3
suggestion,"đề nghị, ý kiến, gợi ý;",speech_20180131145504452.mp3
appetite,"sự ngon miệng, sự thèm ăn",APPETITE_1380643440874.mp3
complete,"đầy đủ, trọn vẹn, hoàn thành",COMPLETE.mp3
completion,"sự hoàn thành, sự làm xong",COMPLETION_1380530514437.mp3
excite,"kích thích, kích động, khuấy động;",EXCITE.mp3
flavor,"mùi vị, hương vị, mùi thơm phảng phất;",FLAVOR_1380530514437.mp3
forget,quên,FORGET.mp3
ingredient,"thành phần, thành tố, phần hợp thành;",INGREDIENT_1380643440874.mp3
judge,"xét xử, phân xử, xét đoán, phán đoán; đánh giá, cho rằng;",JUDGE.mp3
mix up,"1 lỗi gây ra sự nhầm lẫn, lộn xộn;(sự) lộn xộn, hỗn độn, hỗn loạn; cuộc đánh lộn;",MIX-UP_1380530514437.mp3
patron,"khách hàng quen, người bảo trợ, người đỡ đầu, nhà tài trợ;",PATRON_1380530514437.mp3
predict,"dự đoán, dự báo",PREDICT.mp3
random,"‹một cách› ngẫu nhiên, tình cờ, hú họa, ẩu",RANDOM_1380530514437.mp3
remind,"nhắc nhở, làm nhớ lại;",REMIND_1380643440874.mp3
basic,"cơ bản, cơ sở",speech_20180202034419640.mp3
burden,"gánh nặng (đen  bóng), gánh trách nhiệm;",speech_20180202134802700.mp3
commonly,"thông thường, phổ biến;",speech_20180202135911082.mp3
delivery,giao hàng,DELIVERY.mp3
elegance,"‹tính/sự› thanh lịch, tao nhã;",speech_20180202141431642.mp3
fall to,"bắt đầu vào việc, bắt tay vào việc; rơi vào tay của, trở thành trách nhiệm của ai đó;",FALL+TO_1380530514437.mp3
impress,"gây ấn tượng, khắc sâu, ghi sâu",IMPRESS_1380530514437.mp3
individual,"cá nhân, riêng lẻ, khác biệt;",INDIVIDUAL_1380530514437.mp3
list,danh sách,LIST_1380530514437.mp3
multiple,"adj : nhiều, nhiều mối, nhiều phần; noun : bội số;",MULTIPLE_1380530514437.mp3
narrow,"chật, hẹp; hạn chế; kỹ, tỉ mỉ",NARROW_1380643440874.mp3
pick up,"đón ai đó, nhặt lên, trả lời điện thoại;chở ai đó/cái gì đó đến nơi nào đó.",PICK+UP_1380530514437.mp3
settle,"đền bù cho, thanh toán / trả tiền, chọn",SETTLE_1380643440874.mp3
accustom to,làm quen với cái gì,ACCUSTOM+TO_1380530514437.mp3
apprentice,"người học việc, người tập sự, người mới vào nghề",APPRENTICE_1380530514437.mp3
culinary,"(thuộc) nấu nướng, bếp núc",CULINARY_1380530514437.mp3
demand,"đòi hỏi, yêu cầu; cần phải",speech_20180206031032017.mp3
draw,"(v): vẽ, vạch, thảo ra; kéo, lôi kéo, thu hút, lôi cuốn(n): sức lôi cuốn/quyến rũ; (người/vật) có sức lôi cuốn/quyến rũ; sự kéo,cố gắng;",DRAW.mp3
incorporate,"sáp nhập, hợp nhất; kết hợp; hợp thànhtổ chức/đoàn thể",INCORPORATE_1380530514437.mp3
influx,"sự chảy vào, sự tràn vào; luồng đi vào, dòng đi vào;",INFLUX_1380530514437.mp3
method,"phương pháp, cách thức;",METHOD.mp3
outlet,"chỗ thoát ra, lối ra, lối thoát; phương tiện để thỏa mãn",OUTLET_1380530514437.mp3
profession,"nghề chuyên môn, nghề nghiệp",PROFESSION_1380643440874.mp3
relinquish,"bỏ, từ bỏ; buông, thả;",RELINQUISH_1380530514437.mp3
theme,"đề tài, chủ đề; mô-típ (motif);",THEME.mp3
assist,"giúp, giúp đỡ, trợ giúp",ASSIST_1380530514437.mp3
coordinate,"phối hợp, kết hợp, điều phối, sắp xếp;",COORDINATE_1380530514437.mp3
dimension,"(n): kích thước, chiều, cỡ, khổ;",DIMENSION_1380530514437.mp3
exact,"chính xác, đúng đắn;",EXACT.mp3
general,"chung, tổng quát, toàn thể",GENERAL_1380530514437.mp3
ideally,"lý tưởng, đúng như lý tưởng, theo lý tưởng",speech_20180206042612499.mp3
lead time,thời gian thực hiện;,LEAD+TIME_1380530514437.mp3
plan,"noun: kế hoạch, đồ án, sơ đồ; verb : (vẽ/lập/đặt) kế hoạch, đồ án, sơ đồ, dựđịnh;",PLAN.mp3
proximity,"sự gần, trạng thái gần, xấp xỉ, lân cận;",PROXIMITY_1380530514437.mp3
regulate,"điều chỉnh, chỉnh đốn; quy định",speech_20180206045305776.mp3
site,"nơi, chỗ, vị trí, địa điểm, khu đất;",SITE_1380530514437.mp3
stage,"trình diễn, dàn cảnh, sân khấu, sắp xếp, tổ chức;",STAGE.mp3
agent,"đại lý, đại diện (của một công ty);",speech_20180206055552183.mp3
announcement,"(sự/lời) thông báo, công bố, tuyên bố; cáo thị, thông cáo;",ANNOUNCEMENT.mp3
beverage,"đồ uống, thức uống (tất cả các loại, trừ nước lọc)",BEVERAGE_1380643440874.mp3
blanket,"(n): chăn, mền; lớp phủ; (v): phủ lên, che phủ, trùm, đắp",BLANKET_1380643440874.mp3
board,"(v): lên tàu (máy bay, tàu thủy, xe lửa); (n): boong tàu; ban, bộ, ủy ban;",BOARD.mp3
claim,"đòi hỏi, yêu cầu; tuyên bố, xác nhận; khai báo; nhận lại, lấy lại;",CLAIM_1380530514437.mp3
delay,"chậm trễ, trì hoãn, hoãn lại;",DELAY_1380530514437.mp3
embarkation,"sự cho lên tàu, máy bay;",EMBARKATION.mp3
itinerary,"tuyến đường, hành trình; nhật ký đường đi, sách hướng dẫn du lịch;",ITINERARY.mp3
prohibit,"cấm, ngăn cấm (to ban); ngăn chặn (to prevent);",PROHIBIT.mp3
valid,"có giá trị, có hiệu lực, hợp lệ (đặc biệt về mặt pháp lý);",VALID_1380530514437.mp3
deal with,"giải quyết, đối phó, xử lý;",DEAL+WITH_1380530514437.mp3
destination,"nơi đến, nơi tới, đích đến, mục đích;",DESTINATION_1380530514437.mp3
distinguish,"phân biệt, nhận ra; phân thành, chia thành, xếp thành loại;",DISTINGUISH_1380530514437.mp3
economize,tiết kiệm,speech_20180206070342962.mp3
equivalent,tương đương,EQUIVALENT_1380530514437.mp3
excursion,cuộc đi chơi/du ngoạn; cuộc đi chơi tập thể (giá hạ + có thời hạn);,EXCURSION_1380530514437.mp3
expense,phí tổn,speech_20180206071647191.mp3
extend,"mở rộng, kéo dài, gia hạn; duỗi ra, đưa ra (cũng hiểu theo nghĩa offer);",EXTEND_1380530514437.mp3
prospective,"(thuộc) tương lai, triển vọng;",PROSPECTIVE_1380530514437.mp3
situation,"vị trí, địa thế; tình huống, hoàn cảnh; việc làm, chỗ làm;",SITUATION_1380530514437.mp3
substantially,"về thực chất, về bản chất, về cơ bản; lớn lao, đáng kể;",speech_20180206073537910.mp3
system,"hệ thống, hệ thống phân loại, chế độ (hoạt động, xã hội...);",SYSTEM_1380530514437.mp3
comprehensive,"bao hàm, toàn diện; mau hiểu, lĩnh hội nhanh;",COMPREHENSIVE_1380530514437.mp3
deluxe,"xa xỉ, xa hoa; thuộc loại sang trọng/thượng hạng",DELUXE_1380530514437.mp3
directory,"danh mục, danh bạ, danh bạ điện thoại; sách chỉ dẫn/hướng dẫn",DIRECTORY_1380530514437.mp3
duration,khoảng thời gian,DURATION_1380530514437.mp3
entitle,"cho phép làm cái gì, cho phép có cái gì→ (dạng bị động) có quyền được làm cái gì, có quyền được có cáigì",ENTITLE_1380530514437.mp3
fare,"tiền xe, tiền vé (tàu, xe..)",FARE_1380530514437.mp3
offset,"bù lại, bù đắp, đền bù; in ốp-sét;",OFFSET_1380530514437.mp3
operate,"hoạt động, chạy (máy); thao tác, thực hiện, tiến hành, triểnkhai...",OPERATE_1380643440874.mp3
punctual,"đúng giờ, không chậm trễ;",PUNCTUAL_1380530514437.mp3
relatively,"tương đối, vừa phải, hơi; có quan hệ với, có liên quan;",RELATIVELY_1380530514437.mp3
remainder,"phần còn lại, chỗ còn lại; số dư, phần dư (toán học);",REMAINDER_1380643440874.mp3
remote,"xa, xa xôi, xa xăm; xa cách, hẻo lánh, cách biệt;",REMOTE_1380530514437.mp3
advanced,"tiên tiến, tiến bộ, cấp tiến; cấp cao, ở mức cao",ADVANCE.mp3
chain,"dây xích, dây chuyền, dãy, chuỗi, loạt (khách sạn, nhà hàng...)",CHAIN_1380643440874.mp3
check in,"làm thủ tục đăng ký (để vào khách sạn, vào hội nghị, lên máy bay...)",CHECK+IN_1380530514437.mp3
expect,"mong chờ, mong đợi, hy vọng; đòi hỏi; cho rằng, nghĩ rằng;",EXPECT_1380530514437.mp3
housekeeper,"bà quản gia; người coi nhà, người giữ nhà;nhân viên trực buồng/dọn phòng;",HOUSEKEEPER_1380530514437.mp3
notify,"báo, thông báo, khai báo, cho biết;",NOTIFY_1380530514437.mp3
preclude,"loại trừ, trừ bỏ, ngăn ngừa; đẩy xa;",PRECLUDE_1380530514437.mp3
quote,"(v): trích dẫn; định giá, báo giá; (n): sự trích dẫn, lời trích dẫn, đoạn trích dẫn",QUOTE_1380530514437.mp3
rate,"suất, mức, giá (giá được tính theo các nấc căn cứ theo chất lượng), tỷ lệ;",RATE_1380530514437.mp3
reservation,"(sự) giữ trước, đặt trước; sự dành riêng, khu vực dànhriêng;",speech_20180206153614148.mp3
service,"(n): dịch vụ, sự phục vụ; (v): phục vụ;",SERVICE_1380530514437.mp3
confirm,"xác nhận, thừa nhận; chứng thực, phê chuẩn (to validate)",speech_20180206115037163.mp3
busy,"bận, bận rộn;",BUSY.mp3
coincide,"trùng khớp, trùng hợp, trùng nhau; xảy ra đồng thời;",COINCIDE_1380530514437.mp3
confusion,"(sự) lộn xộn, hỗn loạn; (sự) mơ hồ, mập mờ;(sự) lẫn lộn, nhầm lẫn; (sự) bối rối, xấu hổ",CONFUSION_1380530514437.mp3
contact,"(sự/chỗ) chạm, tiếp xúc, giao tiếp, giao dịch, gặp gỡ;verb : tiếp xúc với, đụng chạm vào, gặp gỡ;",CONTACT_1380530514437.mp3
disappoint,"(v): thất vọng, chán ngán; nhụt chí, nản lòng; thất hứa, thấtước;",DISAPPOINT_1380530514437.mp3
intend,"định, dự định, có ý định;",INTEND_1380530514437.mp3
license,"sự cho phép, đăng ký; giấy phép, bằng, chứng chỉ (cho phép làmgì đó);",LICENSE_1380530514437.mp3
nervous,"lo lắng, bồn chồn, căng thẳng;",NERVOUS.mp3
optional,"tùy ý, tùy chọn, không bắt buộc;",OPTIONAL_1380530514437.mp3
tempt,"cám dỗ, khêu gợi, quyến rũ; xúi, xúi giục, kích động;",TEMPT_1380643440874.mp3
thrill,"run lên, rùng mình; rộn lên, rộn ràng; rung cảm, xúc động;",THRILL_1380643440874.mp3
tier,"hạng, tầng, lớp, tầng lớp;",TIER.mp3
attainment,"sự đạt được, sự giành được; (số nhiều) tài năng, kỹ năng, kiến thức",speech_20180206164311460.mp3
combine,"kết hợp, phối hợp",COMBINE_1380643440874.mp3
continue,"tiếp tục, tiếp diễn, làm tiếp, duy trì;",CONTINUE.mp3
description,"(sự) diễn tả, mô tả; diện mạo, hình dạng",DESCRIPTION.mp3
disperse,"giải tán, xua tan; gieo rắc, truyền (tin đồn);",DISPERSE_1380530514437.mp3
entertainment,"sự giải trí, tiêu khiển",ENTERTAINMENT.mp3
influence,"ảnh hưởng đến, tác động đến, khiến cho;",INFLUENCE_1380643440874.mp3
range,"dải,vùng, phạm vi, lĩnh vực, tầm (scope);",RANGE.mp3
release,"phát hành; thả, phóng thích, giải thoát; làm nhẹ, làm bớt (đau);",RELEASE.mp3
representation,"đại diện, thay mặt; tiêu biểu, tượng trưng; diễn tả,đóng vai;",speech_20180207110111167.mp3
separately,"tách rời, riêng rẽ;",speech_20180207111230550.mp3
successive,"kế tiếp, liên tiếp, liên tục; lần lượt",SUCCESSIVE_1380530514437.mp3
action,"(sự/cách) hành động, hoạt động, làm việc; chuỗi sự kiện (truyện,sân khấu);",ACTION.mp3
approach,"tiến gần, tiếp cận; đường tiến vào, lối vào; thăm dò, tiếpxúc;",APPROACH_1380530514437.mp3
approachable,"có thể đến gần, tới gần được, thân thiện, dễ tiếp cận;",APPROACHABLE_1380530514437.mp3
audience,"khán giả, thính giả, độc giả;",AUDIENCE_1380530514437.mp3
creative,sáng tạo;,speech_20180207113914244.mp3
dialogue,(n): cuộc đối thoại; (v): đối thoại;,DIALOGUE_1380530514437.mp3
element,"yếu tố, nhân tố, nguyên tố;",ELEMENT_1380643440874.mp3
experience,"kinh nghiệm, trải qua",EXPERIENCE.mp3
occur,"xuất hiện; xảy ra, xảy đến;",OCCUR.mp3
perform,"thực hiện, thi hành; trình bày, biểu diễn, đóng vai;",PERFORM.mp3
rehearse,"nhắc lại, kể lại; diễn tập (kịch, múa...);",REHEARSE_1380530514437.mp3
review,"Sự phê bình, lời phê bình, duyệt, xem lại;",REVIEW_1380643440874.mp3
sell out,"bán hết, bán sạch (vé);bán rẻ hết, bán tống bán tháo;",speech_20180207120117302.mp3
available,"sẵn có, sẵn sàng (để dùng, để phục vụ);",AVAILABLE_1380530514437.mp3
broaden,"mở rộng, nới rộng;",speech_20180207130214754.mp3
category,"hạng, loại",CATEGORY_1380530514437.mp3
disparate,"khác biệt, khác loại, khác hẳn nhau;",DISPARATE_1380530514437.mp3
divide,"chia ra, phân chia; chia rẽ, ly gián;",DIVIDE.mp3
favor,"chiếu cố, thiên vị; thích, thiện cảm;",speech_20180207131440641.mp3
instinct,"bản năng; năng khiếu, thiên hướng;",INSTINCT_1380530514437.mp3
prefer,"ưa thích hơn, thích cái gì hơn",speech_20180207132000946.mp3
reason,"(n): lý do, lý lẽ; lý trí, lẽ phải; (v): suy luận, lý luận; tranh luận, cãi lý;",REASON.mp3
relaxation,"thư giãn, sự nghỉ ngơi, sự giải trí",RELAXATION_1380530514437.mp3
taste,"sở thích,thị hiếu, vị giác;",TASTE.mp3
urge,"thúc giục, thúc đẩy, thôi thúc; cố nài, cố thuyết phục;",URGE_1380643440874.mp3
acquire,"đạt được, thu được, giành được, kiếm được (obtain);",ACQUIRE_1380530514437.mp3
admire,"khâm phục, thán phục; hâm mộ, ngưỡng mộ;",ADMIRE_1380530514437.mp3
collection,"(sự) sưu tầm, thu thập; (sự/tiền) quyên góp; nhóm người/đồvật",COLLECTION.mp3
criticism,"(sự/lời) phê bình, chỉ trích, phê phán, bình phẩm",CRITICISM_1380643440874.mp3
fashion,"thời trang, mốt; hình dáng, kiểu cách;",FASHION.mp3
leisure,"(lúc/thời gian) nhàn rỗi, nhàn hạ",LEISURE_1380530514437.mp3
respond,"phản ứng lại (react); đáp lại, đáp ứng, hưởng ứng (reply);",RESPOND.mp3
schedule,"(n): thời gian biểu; (v): ghi vào thời gian biểu, dự định thời gianbiểu;",SCHEDULE_1380530514437.mp3
significant,"quan trọng, trọng đại, hệ trọng, đầy ý nghĩa;",SIGNIFICANT_1380643440874.mp3
specialize,"chuyên môn hóa, chuyên về, đặc trưng về;",SPECIALIZE_1380530514437.mp3
spectrum,"phổ, quang phổ; một dải rộng (về hoạt động, ý tưởng, chấtlượng...);",SPECTRUM_1380530514437.mp3
assignment,"(sự) giao việc, phân công; quy là, cho là; nhiệm vụ, công việc;",ASSIGNMENT_1380530514437.mp3
choose,lựa chọn,CHOOSE.mp3
constitute,"cấu tạo, tạo thành (to form); thiết lập, thành lập (toestablish)",CONSTITUTE_1380530514437.mp3
decision,"sự quyết định; ‹sự› giải quyết, phân xử, phán quyết;",speech_20180210041931126.mp3
disseminate,"truyền bá, phổ biến, reo rắc;",DISSEMINATE_1380530514437.mp3
impact,"(sự/sức) va mạnh, va chạm mạnh, tác động mạnh, ảnh hưởngmạnh;",IMPACT_1380530514437.mp3
in depth,"tỷ mỉ, cẩn thận, chu đáo, chi tiết;",IN+DEPTH_1380530514437.mp3
investigate,"điều tra, nghiên cứu",INVESTIGATIVE_1380530514437.mp3
link,"liên kết, kết hợp",LINK.mp3
subscribe,"quyên, góp; đặt (báo), đặt mua dài hạn, theo dõi lâu dài;",SUBSCRIBE_1380530514437.mp3
thorough,"thấu đáo, triệt để, hoàn toàn, trọn vẹn; tỉ mỉ, kỹ lưỡng;",THOROUGH_1380643440874.mp3
annually,"hàng năm, từng nằm, thường niên (yearly);",speech_20180210050107906.mp3
appointment,"sự hẹn gặp, giấy mời; chức vụ được bổ nhiệm, sắclệnh;",APPOINTMENT.mp3
assess,"ước định, định lượng, đánh giá",ASSESS_1380530514437.mp3
diagnose,chẩn đoán,DIAGNOSE_1380530514437.mp3
diagnosis,lời chuẩn đoán,DIAGNOSIS_1380530514437.mp3
effective,"(có) kết quả, tác dụng; (có) hiệu quả, hiệu lực",EFFECTIVE_1380530514437.mp3
instrument,"dụng cụ, công cụ, thiết bị đo đạc; trái phiếu, nhạc cụ;",INSTRUMENT_1380530514437.mp3
manage,"quản lý, trông nom, điều khiển, sai khiến (handle);giải quyết, xử lý, xoay xở được (deal with); chỉ đạo, chỉ dẫn, dạy bảo (guide);",MANAGE_1380530514437.mp3
prevent,"ngăn ngừa, ngăn chặn; phòng ngừa, phòng tránh;",PREVENT_1380530514437.mp3
recommendation,"(sự) giới thiệu, tiến cử;(sự) gửi gắm, phóthác, dặn dò, khuyên bảo;",speech_20180210150941170.mp3
record,"(n): hồ sơ, sổ sách, biên bản, văn thư; kỷ lục; đĩa hát;(v): ghi, ghi chép, ghi âm;",RECORD_1380530514437.mp3
refer,"quy vào, quy cho, viện vào, ám chỉ, nói đến;tham khảo, hỏi ý kiến;",REFER.mp3
serious,"nghiêm trọng, trầm trọng; nghiêm trang, nghiêm túc, đứng đắn;",SERIOUS_1380530514437.mp3
catch up,"đuổi kịp, theo kịp,làm kịp, kịp thời gian;",CATCH+UP_1380530514437.mp3
distraction,"(sự) sao nhãng, lãng trí, rối trí; sự giải trí, trò tiêu khiển;",DISTRACTION_1380530514437.mp3
encouragement,"khuyến khích, khích lệ, cổ vũ, động viên;",ENCOURAGEMENT.mp3
evident,"hiển nhiên, rành rành, rõ rệt;",EVIDENT_1380530514437.mp3
habit,"thói quen, tập quán",HABIT.mp3
illuminate,"chiếu sáng, rọi sáng, soi sáng, làm sáng tỏ;",ILLUMINATE_1380530514437.mp3
irritate,"chọc tức; làm tấy lên, làm rát",IRRITATE_1380530514437.mp3
overview,sự miêu tả chung nhưng ngắn gọn; cái nhìn khái quát; tổng quan,OVERVIEW_1380530514437.mp3
position,"vị trí, chỗ, thế, tư thế; địa vị, chức vụ;",POSITION_1380530514437.mp3
regularly,"đều đặn, thường xuyên; theo quy tắc, có quy củ;",REGULARLY_1380530514437.mp3
restore,"Khôi phục lại, phục hồi",RESTORE_1380530514437.mp3
alternative,"sự lựa chọnn một trong hai;thay thế khác, xen kẽ, thay phiên, luân phiên;",ALTERNATIVE_1380643440874.mp3
aspect,"bề ngoài, diện mạo (appearance); khía cạnh, mặt (side);",ASPECT.mp3
concern,"liên quan, dính líu; lo lắng, lo ngại, quan tâm;",CONCERN_1380530514437.mp3
emphasize,"nhấn mạnh, làm nổi bật;",EMPHASIZE_1380530514437.mp3
incur,"gánh chịu, chịu lấy,chịu, gánh, mắc, bị;",INCUR_1380530514437.mp3
personnel,"toàn thể CBCNV, tập thể nhân viên, nhân sự;",PERSONNEL_1380530514437.mp3
policy,"chính sách, đường lối;",POLICY_1380530514437.mp3
portion,"phần, phần chia; (v): chia phần, chia thành từng phần;phần thức ăn (đựng ở đĩa đem lên cho khách, ở quán ăn);",PORTION_1380530514437.mp3
reimburse,"hoàn lại, trả lại (số tiền đã tiêu)",REIMBURSE_1380530514437.mp3
regardless,"không quan tâm, không chú ý tới, không đếm xỉa tới, bấtchấp;",REGARDLESS_1380530514437.mp3
treatment,sự điều trị; phép trị bệnh,TREATMENT.mp3
suit,"làm cho phù hợp, thích hợp; làm cho thỏa mãn, đáp ứng; tiện, hợp với;",speech_20180211065023081.mp3
allow,cho phép; để cho;,speech_20180211054843111.mp3
salary,(n): tiền lương; (v): trả lương,speech_20180211064519907.mp3
accompany,"đi theo,dẫn đường;",ACCOMPANY_1380530514437.mp3
admit,"thú nhận, thừa nhận; cho vào, nhận vào, kết nạp;",ADMIT_1380643440874.mp3
authorize,"cho phép, ủy quyền;",speech_20180211070531263.mp3
designate,"chỉ định, bổ nhiệm, chọn lựa (appoint); chỉ rõ, định rõ(specify);",DESIGNATE_1380530514437.mp3
escort,"(n) : đội hộ tống; người dẫn đường, vệ sĩ; (v): đi hộ tống, đitheo;",ESCORT_1380530514437.mp3
identify,"nhận ra, nhận biết, nhận diện; đồng nhất, đồng cảm, đồng nhấthóa;",IDENTIFY.mp3
mission,"sứ mệnh, nhiệm vụ;",speech_20180211072648986.mp3
