Word,Meaning,Audio
tissue,"giấy vệ sinh, giấy lụa, vải mỏng",4000B2_tissue.mp3
yard,sân (có rào xung quanh),4000B2_yard.mp3
alike,"giống nhau,tương tự",4000B2_alike.mp3
annoy,"làm khó chịu,làm phiền, quấy rầy",4000B2_annoy.mp3
architecture,kiểu kiến trúc,4000B2_architecture.mp3
artificial,nhân tạo,4000B2_artificial.mp3
chain,"dây, xích",4000B2_chain.mp3
distinct,riêng biệt; khác biệt,4000B2_distinct.mp3
distinguish,"phân biệt, nhận ra",4000B2_distinguish.mp3
dust,bụi,4000B2_dust.mp3
excitement,sự phấn khích,4000B2_excitement.mp3
heal,"chữa khỏi (bệnh...), làm lành (vết thương...),hàn gắn (mối quan hệ bị nứt rạn)",4000B2_heal.mp3
inherit,"thừa hưởng, thừa kế",4000B2_inherit.mp3
manner,"cách, lối, kiểu",4000B2_manner.mp3
mount,"tăng lên,trèo, leo",4000B2_mount.mp3
roof,"mái nhà, nóc",4000B2_roof.mp3
shortage,sự thiếu; số lượng thiếu,4000B2_shortage.mp3
solid,"đặc, vững chắc, rắn chắc",4000B2_solid.mp3
stock,"cổ phiếu, dự trữ",4000B2_stock.mp3
substance,"chất, vật chất",4000B2_substance.mp3
tomb,mộ,4000B2_tomb.mp3
wound,"vết thương, thương tích",4000B2_wound.mp3
bath,"sự tắm,chậu tắm, bồn tắm",4000B2_bath.mp3
bend,"bẻ cong, uốn cong",4000B2_bend.mp3
chew,nhai,4000B2_chew.mp3
disabled,tàn tật,4000B2_disabled.mp3
fantastic,"siêu tốt, lập dị, vô cùng to lớn",4000B2_fantastic.mp3
fiction,tiểu thuyết,4000B2_fiction.mp3
flag,lá cờ,4000B2_flag.mp3
inspect,"xem xét kỹ, kiểm tra",4000B2_inspect.mp3
journal,tạp chí chuyên ngành,4000B2_journal.mp3
liquid,chất lỏng,4000B2_liquid.mp3
marvel,"ngạc nhiên, kinh ngạc",4000B2_marvel.mp3
nutrient,chất dinh dưỡng,4000B2_nutrient.mp3
overcome; overcame,"vượt qua, khắc phục (khó khăn...)",4000B2_overcome.mp3
recall,nhớ lại,4000B2_recall.mp3
regret,hối tiếc,4000B2_regret.mp3
soul,tâm hồn,4000B2_soul.mp3
sufficient,đủ,4000B2_sufficient.mp3
surgery,ca phẫu thuật,4000B2_surgery.mp3
tough,"khó, hóc búa",4000B2_tough.mp3
tube,"ống, săm",4000B2_tube.mp3
admit,"thừa nhận, thú nhận,cho vào",4000B2_admit.mp3
bin,thùng,4000B2_bin.mp3
bowl,"cái bát, cái tô",4000B2_bowl.mp3
cabin,"nhà gỗ nhỏ, túp lều",4000B2_cabin.mp3
cash,"tiền, tiền mặt",4000B2_cash.mp3
criminal,"kẻ phạm tội, tội phạm",4000B2_criminal.mp3
dozen,một tá (mười hai),4000B2_dozen.mp3
elder,người nhiều tuổi hơn,4000B2_elder.mp3
facial,(thuộc) mặt,4000B2_facial.mp3
fence,hàng rào,4000B2_fence.mp3
inspire,truyền cảm hứng,4000B2_inspire.mp3
mere,"chỉ là, suýt soát",4000B2_mere.mp3
neat,"gọn gàng, ngăn nắp",4000B2_neat.mp3
occasion,"dịp, cơ hội",4000B2_occasion.mp3
penalty,"hình phạt, tiền phạt",4000B2_penalty.mp3
rude,"khiếm nhã, bất lịch sự, vô lễ",4000B2_rude.mp3
settle,"giải quyết,dàn xếp, hoà giải",4000B2_settle.mp3
vehicle,xe cộ,4000B2_vehicle.mp3
wallet,cái ví (đựng tiền),4000B2_wallet.mp3
yell,"la hét, quát tháo",4000B2_yell.mp3
accuse,"buộc tội, kết tội; tố cáo",4000B2_accuse.mp3
adjust,điều chỉnh,4000B2_adjust.mp3
amuse,"làm vui, làm thích thú, làm buồn cười",4000B2_amuse.mp3
coral,san hô,4000B2_coral.mp3
cotton,"bông, cô tông",4000B2_cotton.mp3
crash,"đâm, va chạm",4000B2_crash.mp3
deck,"boong tàu, sàn tàu",4000B2_deck.mp3
engage,"làm, tiến hành,hứa hẹn,cam kết, hứa hôn",4000B2_engage.mp3
firm,"vững chắc; bền vững;hãng, công ty",4000B2_firm.mp3
fuel,"chất đốt, nhiên liệu",4000B2_fuel.mp3
grand,"hùng vĩ, rất lớn",4000B2_grand.mp3
hurricane,cơn bão tố,4000B2_hurricane.mp3
loss,"sự mất,sự thiệt hại, sự thua",4000B2_loss.mp3
plain,"đơn giản, mộc mạc, trơn, một màu",4000B2_plain.mp3
reef,"đá ngầm, rạn đá cạnh biển",4000B2_reef.mp3
shut,"đóng, khép",4000B2_shut.mp3
strict,"nghiêm ngặt, nghiêm khắc",4000B2_strict.mp3
surf,lướt sóng,4000B2_surf.mp3
task,"nhiệm vụ, phận sự",4000B2_task2.mp3
zone,"khu vực, vùng",4000B2_zone.mp3
apology,"xin lỗi, sự xin lỗi",4000B2_apology.mp3
bold,"dũng cảm, táo bạo",4000B2_bold.mp3
capture,"bắt giữ, bắt,lấy được, giành được",4000B2_capture.mp3
cardinal,"chính, chủ yếu, cốt yếu",4000B2_cardinal.mp3
duke,công tước,4000B2_duke.mp3
expose,"phơi bày, phô ra",4000B2_expose.mp3
guilty,"có lỗi, có tội",4000B2_guilty.mp3
hire,"mướn, thuê (nhân công),cho thuê (nhà...)",4000B2_hire.mp3
innocent,vô tội; không có tội,4000B2_innocent.mp3
jail,nhà tù,4000B2_jail.mp3
minister,bộ trưởng,4000B2_minister.mp3
ordinary,"thông thường, bình thường",4000B2_ordinary.mp3
permanent,"lâu bền, vĩnh cửu,lâu dài",4000B2_permanent.mp3
preserve,"giữ gìn, bảo quản, bảo tồn, duy trì",4000B2_preserve.mp3
pronounce; pronouncing,"phát âm,tuyên bố",4000B2_pronounce.mp3
resemble,"giống với(người nào, vật gì)",4000B2_resemble.mp3
symptom,triệu chứng,4000B2_symptom.mp3
tobacco,thuốc lá,4000B2_tobacco.mp3
twin,sinh đôi,4000B2_twin.mp3
witch,"mụ phù thuỷ,người đàn bà quyến rũ",4000B2_witch.mp3
accompany,"đi theo, đi cùng",4000B2_accompany.mp3
bare,"trần, trọc, trống không",4000B2_bare.mp3
branch,"cành cây,nhánh (sông),chi nhánh (ngân hàng, công ty...)",4000B2_branch.mp3
breath,"hơi thở, sự thở",4000B2_breath.mp3
bridge,cây cầu,4000B2_bridge.mp3
cast,"quăng, ném, liệng, thả,đúc, nấu chảy, đổ khuôn (để đúc)",4000B2_cast.mp3
dare,"dám, thách, dám đương đầu với",4000B2_dare.mp3
electronic,(thuộc) điện tử,4000B2_electronic.mp3
inn,"quán trọ, khách sạn nhỏ (ở nông thôn, thị trấn)",4000B2_inn.mp3
net,"lưới, mạng (tóc, nhện...)thực trả, thực lĩnh (sau khi trừ hết chi phí)",4000B2_net.mp3
philosophy,"triết học, triết lý",4000B2_philosophy.mp3
pot,"nồi, ấm, bình, lọ, chậu, hũ",4000B2_pot.mp3
seed,hạt giống,4000B2_seed.mp3
sharp,"sắc, nhọn, bén",4000B2_sharp.mp3
sort,"thứ, loại, hạng",4000B2_sort.mp3
subtract,(toán học) trừ,4000B2_subtract.mp3
tight,"chặt, khít",4000B2_tight.mp3
virtual,"thực sự, thực tế;(vật lý) ảo",4000B2_virtual.mp3
weigh,"cân,cân nhấc,nhấc xem nặng nhẹ",4000B2_weigh.mp3
whisper,nói thầm; xì xào,4000B2_whisper.mp3
abstract,"trừu tượng,bản tóm tắt (cuốn sách, luận án, bài diễn văn...)",4000B2_abstract.mp3
annual,hàng năm,4000B2_annual.mp3
clay,đất sét,4000B2_clay.mp3
cloth,"vải,khăn lau; khăn trải (bàn)",4000B2_cloth.mp3
curtain,"rèm, màn cửa,màn (ở rạp hát),màn (khói, sương)",4000B2_curtain.mp3
deserve,xứng đáng,4000B2_deserve.mp3
feather,lông (chim),4000B2_feather.mp3
fertile,"tốt, màu mỡ (đất)",4000B2_fertile.mp3
flood,"lũ, lụt, ngập",4000B2_flood.mp3
furniture,"đồ nội thất, đồ đạc (trong nhà)",4000B2_furniture.mp3
grave,"mộ, phần mộ",4000B2_grave.mp3
ideal,lý tưởng,4000B2_ideal.mp3
intelligence,"trí thông minh,sự hiểu biết,cơ quan tình báo",4000B2_intelligence.mp3
nowadays,"ngày nay,thời buổi này",4000B2_nowadays.mp3
obtain,"đạt được, giành được, kiếm được",4000B2_obtain.mp3
religious,(thuộc) tôn giáo,4000B2_religious.mp3
romantic,lãng mạng,4000B2_romantic.mp3
shell,"vỏ, mai",4000B2_shell.mp3
shore,"bờ (biển, hồ lớn)",4000B2_shore.mp3
wheel,bánh (xe),4000B2_wheel.mp3
appeal,"hấp dẫn, lôi cuốn",4000B2_appeal.mp3
assume,cho rằng (là đúng); giả sử (là đúng),4000B2_assume.mp3
borrow,"mượn, vay",4000B2_borrow.mp3
client,khách hàng (sử dụng dịch vụ),4000B2_client.mp3
downtown,"khu trung tâm, khu buôn bán kinh doanh (của một thành phố)",4000B2_downtown.mp3
dull,"đều đều, buồn tẻ,uể oải, chậm chạp",4000B2_dull.mp3
embarrass,"làm lúng túng, làm ngượng nghịu,gây khó khăn về kinh tế cho",4000B2_embarrass.mp3
fare,"tiền vé (tàu, xe, máy bay...)",4000B2_fare.mp3
former,"cũ, xưa,trước kia",4000B2_former.mp3
formula,công thức (toán học),4000B2_formula.mp3
found,"sáng lập, đặt nền móng",4000B2_found.mp3
invest,đầu tư,4000B2_invest.mp3
loan,"khoản vay, sự vay nợ",4000B2_loan.mp3
practical,"thực tế, thực dụng; có ích",4000B2_practical.mp3
quarter,"một phần tư đô la (25 cent), giờ (15'), năm (một quý trong năm)",4000B2_quarter.mp3
salary,tiền lương,4000B2_salary.mp3
scholarship,học bổng,4000B2_scholarship.mp3
temporary,"tạm thời, nhất thời, lâm thời",4000B2_temporary.mp3
treasure,"châu báu, của cải",4000B2_treasure.mp3
urge,"thúc giục, nài nỉ",4000B2_urge.mp3
